"station_id","station_name","weather_date","precipitation","snow_depth","snowfall","max_temperature","min_temperature","average_wind_speed"
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-01",0,0,0,58,40,3.1
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-02",0,0,0,70,54,3.1
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-03",0,0,0,72,57,5.1
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-04",0,0,0,61,47,4.7
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-05",0,0,0,62,44,3.1
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-06",0,0,0,59,45,7.6
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-07",0,0,0,53,41,5.4
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-08",0,0,0,66,41,2.5
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-09",0.06,0,0,59,49,3.6
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-10",0,0,0,56,40,5.8
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-11",0,0,0,63,41,8.3
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-12",0,0,0,50,37,5.4
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-13",0,0,0,61,41,5.4
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-14",0,0,0,62,46,3.6
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-15",1.81,0,0,56,47,5.6
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-16",0,0,0,61,45,4
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-17",0,0,0,61,49,4.3
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-18",0,0,0,64,44,2.5
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-19",0.25,0,0,63,37,4.9
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-20",0.31,0,0,42,34,10.3
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-21",0,0,0,41,36,13.2
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-22",0,0,0,41,37,9.6
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-23",0,0,0,45,35,4.9
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-24",0.03,0,0,48,38,4.5
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-25",0.02,0,0,54,45,2
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-26",0,0,0,50,40,4.5
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-27",0,0,0,50,39,4.7
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-28",0,0,0,52,38,3.4
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-29",2.2,0,0,60,51,4.9
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-11-30",0.72999996,0,0,58,50,6.3
