"station_id","station_name","weather_date","precipitation","snow_depth","snowfall","max_temperature","min_temperature","average_wind_speed"
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-01",0.02,0,0,79,61,6.7
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-02",0.16,0,0,61,49,4.9
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-03",0.09,0,0,50,34,12.8
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-04",0.47,0,0,45,29,7.2
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-05",0,0,0,43,26,8.3
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-06",0,0,0,48,30,6
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-07",0.09,0,0,58,48,6.9
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-08",0.01,0,0,50,40,7.2
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-09",0.11,0,0,43,36,6.5
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-10",0,0,0,50,31,4.9
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-11",0.01,0,0,65,43,6.9
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-12",0.2,0,0,59,45,5.8
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-13",0,0,0,58,40,4.5
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-14",0,0,0,62,43,6.5
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-15",0,0,0,65,42,3.8
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-16",0,0,0,68,43,4.9
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-17",0,0,0,75,44,2.9
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-18",0,0,0,82,51,3.8
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-19",0,0,0,73,55,7.6
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-20",0,0,0,69,49,6
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-21",0,0,0,73,49,5.6
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-22",0,0,0,79,62,4.3
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-23",0.16,0,0,71,54,7.2
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-24",0,0,0,68,47,5.8
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-25",0,0,0,69,50,4
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-26",0.24000001,0,0,60,47,7.2
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-27",0,0,0,62,46,4.3
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-28",0,0,0,59,48,4.7
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-29",0.05,0,0,58,45,5.8
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-04-30",0,0,0,65,46,5.8
