"station_id","station_name","weather_date","precipitation","snow_depth","snowfall","max_temperature","min_temperature","average_wind_speed"
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-17",0,0,0,81,63,2.7
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-02",0,0,0,63,57,2.7
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-03",0,0,0,72,60,2.2
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-04",0,0,0,69,60,7.6
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-05",0,0,0,67,53,4.7
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-06",0,0,0,73,55,2
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-07",0,0,0,75,57,2.5
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-08",0.23,0,0,68,58,2
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-09",0.55,0,0,65,51,7.4
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-10",0,0,0,64,47,4.7
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-11",0,0,0,63,46,3.6
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-12",0,0,0,66,53,1.1
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-13",0,0,0,67,53,2.9
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-14",0,0,0,62,47,4.7
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-15",0,0,0,65,45,3.1
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-01",0,0,0,62,56,7.6
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-16",0,0,0,69,53,4
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-18",0,0,0,81,67,4
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-19",0,0,0,85,65,4.5
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-20",0,0,0,70,62,6.3
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-21",1.11,0,0,69,57,2.2
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-22",0.29,0,0,57,47,10.5
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-23",0,0,0,61,45,8.5
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-24",0,0,0,62,47,6
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-25",0,0,0,52,43,6.5
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-26",0,0,0,51,38,4
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-27",1.41,0,0,55,40,5.1
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-28",0,0,0,51,42,8.3
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-29",0,0,0,64,39,4.3
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-30",0.56,0,0,76,54,3.8
"GHCND:USW00094728","NY CITY CENTRAL PARK NY US","2016-10-31",0,0,0,54,44,4.9
